,user_analysis_id,proposal_analysis_id,review_group,sci_cat,ref_knowledge,ref_knowledge_text,dt_knowledge,dt_knowledge_group,conflicted,grade,rank_user
401,u167,p118,deepthought,C,1,expert,0.4402601773772651,best,0,2.5,3.5
402,u167,p835,deepthought,B,3,little_knowledge,0.16301811412055334,worst,1,,
403,u167,p824,deepthought,D,2,general_knowledge,0.4431954709444075,best,0,3.0,5.5
404,u167,p070,deepthought,D,2,general_knowledge,0.2514119888196972,median,0,2.5,3.5
405,u167,p785,deepthought,C,1,expert,0.4015346240068453,best,0,2.2,1.5
406,u167,p706,deepthought,C,1,expert,0.3914593264114801,best,0,3.0,5.5
407,u167,p292,deepthought,C,1,expert,0.2600324794315249,median,0,2.2,1.5
416,u986,p236,deepthought,B,2,general_knowledge,0.19723091821735794,worst,0,2.0,3.0
417,u986,p528,deepthought,A,3,little_knowledge,0.16588076669074406,worst,0,2.0,3.0
418,u986,p202,deepthought,B,3,little_knowledge,0.2291804125310129,median,0,2.0,3.0
419,u986,p501,deepthought,D,1,expert,0.38222066249888326,best,0,3.3,7.0
420,u986,p654,deepthought,D,1,expert,0.29284963570476574,best,0,4.0,8.0
421,u986,p564,deepthought,D,2,general_knowledge,0.5378165621997452,best,0,1.7,1.0
422,u986,p470,deepthought,D,3,little_knowledge,0.37342974241479565,best,0,2.5,5.5
423,u986,p046,deepthought,D,2,general_knowledge,0.22939889008231037,median,0,2.5,5.5
424,u930,p005,opc_emulate,B,2,general_knowledge,,,0,2.8,7.0
425,u930,p573,opc_emulate,B,2,general_knowledge,,,0,5.0,8.0
426,u930,p140,opc_emulate,B,3,little_knowledge,,,0,1.5,1.0
427,u930,p435,opc_emulate,B,2,general_knowledge,,,0,2.0,3.0
428,u930,p603,opc_emulate,B,3,little_knowledge,,,0,2.0,3.0
429,u930,p342,opc_emulate,B,2,general_knowledge,,,0,2.0,3.0
430,u930,p447,opc_emulate,B,3,little_knowledge,,,0,2.5,5.5
431,u930,p653,opc_emulate,B,3,little_knowledge,,,0,2.5,5.5
432,u682,p666,opc_emulate,B,2,general_knowledge,,,0,2.2,4.0
433,u682,p140,opc_emulate,B,2,general_knowledge,,,0,3.5,7.0
434,u682,p698,opc_emulate,B,2,general_knowledge,,,0,2.7,5.0
435,u682,p463,opc_emulate,B,2,general_knowledge,,,0,1.5,1.5
436,u682,p603,opc_emulate,B,3,little_knowledge,,,0,3.0,6.0
437,u682,p222,opc_emulate,B,1,expert,,,0,1.8,3.0
438,u682,p342,opc_emulate,B,2,general_knowledge,,,0,1.5,1.5
439,u682,p358,opc_emulate,B,2,general_knowledge,,,0,4.0,8.0
448,u426,p211,opc_emulate,A,1,expert,,,0,4.5,8.0
449,u426,p148,opc_emulate,A,1,expert,,,0,3.5,4.0
450,u426,p386,opc_emulate,A,1,expert,,,0,2.5,1.5
451,u426,p307,opc_emulate,A,1,expert,,,0,3.5,4.0
452,u426,p087,opc_emulate,A,2,general_knowledge,,,0,4.0,6.5
453,u426,p474,opc_emulate,A,1,expert,,,0,4.0,6.5
454,u426,p393,opc_emulate,A,1,expert,,,0,2.5,1.5
455,u426,p177,opc_emulate,A,1,expert,,,0,3.5,4.0
456,u804,p002,deepthought,A,1,expert,0.572036356544706,best,0,2.3,4.0
457,u804,p703,deepthought,C,3,little_knowledge,0.1490513822210961,worst,0,2.0,3.0
458,u804,p185,deepthought,B,2,general_knowledge,0.23414573972551117,median,0,2.9,5.0
459,u804,p451,deepthought,B,1,expert,0.3310751341499502,best,0,1.0,1.0
460,u804,p079,deepthought,A,1,expert,0.491513975314598,best,0,4.3,8.0
461,u804,p917,deepthought,A,2,general_knowledge,0.356300084032277,best,0,3.7,7.0
462,u804,p341,deepthought,D,3,little_knowledge,0.21983930168844948,median,0,1.4,2.0
463,u804,p504,deepthought,D,3,little_knowledge,0.20819731491160962,worst,0,3.6,6.0
464,u897,p056,opc_emulate,D,2,general_knowledge,,,0,2.6,8.0
465,u897,p444,opc_emulate,D,2,general_knowledge,,,0,1.8,5.0
466,u897,p725,opc_emulate,D,2,general_knowledge,,,0,2.0,6.0
467,u897,p767,opc_emulate,D,2,general_knowledge,,,0,1.5,2.5
468,u897,p092,opc_emulate,D,2,general_knowledge,,,0,2.1,7.0
469,u897,p810,opc_emulate,D,2,general_knowledge,,,0,1.5,2.5
470,u897,p407,opc_emulate,D,2,general_knowledge,,,0,1.6,4.0
471,u897,p224,opc_emulate,D,2,general_knowledge,,,0,1.4,1.0
472,u820,p682,opc_emulate,A,1,expert,,,0,2.5,7.0
473,u820,p033,opc_emulate,A,3,little_knowledge,,,0,1.5,1.5
474,u820,p660,opc_emulate,A,3,little_knowledge,,,0,2.7,8.0
475,u820,p148,opc_emulate,A,3,little_knowledge,,,0,2.0,4.5
476,u820,p730,opc_emulate,A,2,general_knowledge,,,0,2.0,4.5
477,u820,p307,opc_emulate,A,3,little_knowledge,,,0,2.0,4.5
478,u820,p252,opc_emulate,A,3,little_knowledge,,,0,2.0,4.5
479,u820,p177,opc_emulate,A,3,little_knowledge,,,0,1.5,1.5
488,u412,p243,deepthought,D,2,general_knowledge,0.15978346248676695,best,0,1.5,1.0
489,u412,p793,deepthought,D,2,general_knowledge,0.18210647674492525,worst,0,2.0,3.5
490,u412,p835,deepthought,B,1,expert,0.39712167530155035,best,0,3.5,8.0
491,u412,p220,deepthought,A,1,expert,0.3894098977601574,best,0,2.0,3.5
492,u412,p924,deepthought,A,1,expert,0.21375849695793325,median,0,2.0,3.5
493,u412,p217,deepthought,C,3,little_knowledge,0.1254228262379501,worst,0,2.5,6.5
494,u412,p116,deepthought,A,1,expert,0.21359851439104754,median,0,2.5,6.5
495,u412,p800,deepthought,B,1,expert,0.49949038169116616,best,0,2.0,3.5
496,u902,p572,deepthought,C,1,expert,0.379713470162407,best,0,2.4,3.0
497,u902,p103,deepthought,D,2,general_knowledge,0.1491954969343569,median,0,1.6,2.0
498,u902,p955,deepthought,C,1,expert,0.6459073279438383,best,0,3.2,6.0
499,u902,p703,deepthought,C,1,expert,0.5435808291073093,best,0,1.5,1.0
500,u902,p202,deepthought,B,3,little_knowledge,0.10254642618023299,worst,0,2.6,4.0
501,u902,p217,deepthought,C,1,expert,0.5976780751441422,best,0,3.4,7.0
502,u902,p523,deepthought,B,3,little_knowledge,0.1129115345676745,worst,0,4.0,8.0
503,u902,p581,deepthought,A,3,little_knowledge,0.14670003023088002,median,0,2.8,5.0
504,u633,p103,deepthought,D,2,general_knowledge,0.21334117566128627,median,0,1.7,4.5
505,u633,p176,deepthought,C,3,little_knowledge,0.19617246418714573,median,0,2.5,7.5
506,u633,p575,deepthought,C,3,little_knowledge,0.11443793467830657,worst,0,2.0,6.0
507,u633,p793,deepthought,D,1,expert,0.2994059988170001,best,0,1.5,2.5
508,u633,p622,deepthought,A,1,expert,0.40181007313243877,best,0,1.2,1.0
509,u633,p581,deepthought,A,1,expert,0.46434584303443904,best,0,1.7,4.5
510,u633,p920,deepthought,A,1,expert,0.4005715668655509,best,0,2.5,7.5
511,u633,p504,deepthought,D,3,little_knowledge,0.1856346007758483,worst,0,1.5,2.5
512,u567,p402,opc_emulate,C,3,little_knowledge,,,0,3.0,6.5
513,u567,p143,opc_emulate,C,1,expert,,,0,2.5,4.0
514,u567,p629,opc_emulate,C,2,general_knowledge,,,0,1.2,1.0
515,u567,p707,opc_emulate,C,2,general_knowledge,,,0,1.5,2.0
516,u567,p728,opc_emulate,C,3,little_knowledge,,,0,3.2,8.0
517,u567,p350,opc_emulate,C,1,expert,,,0,3.0,6.5
518,u567,p914,opc_emulate,C,1,expert,,,0,2.7,5.0
519,u567,p778,opc_emulate,C,1,expert,,,0,2.4,3.0
528,u904,p033,opc_emulate,A,2,general_knowledge,,,0,3.0,4.0
529,u904,p660,opc_emulate,A,3,little_knowledge,,,0,3.5,6.5
530,u904,p148,opc_emulate,A,2,general_knowledge,,,0,3.5,6.5
531,u904,p307,opc_emulate,A,2,general_knowledge,,,0,3.0,4.0
532,u904,p252,opc_emulate,A,3,little_knowledge,,,0,2.0,1.0
533,u904,p619,opc_emulate,A,2,general_knowledge,,,0,4.0,8.0
534,u904,p433,opc_emulate,A,2,general_knowledge,,,0,3.0,4.0
535,u904,p177,opc_emulate,A,2,general_knowledge,,,0,2.5,2.0
552,u455,p005,opc_emulate,B,3,little_knowledge,,,0,1.3,2.0
553,u455,p573,opc_emulate,B,2,general_knowledge,,,0,2.5,7.0
554,u455,p463,opc_emulate,B,2,general_knowledge,,,0,1.5,3.0
555,u455,p435,opc_emulate,B,2,general_knowledge,,,0,2.4,6.0
556,u455,p603,opc_emulate,B,3,little_knowledge,,,0,2.7,8.0
557,u455,p695,opc_emulate,B,2,general_knowledge,,,0,1.9,4.0
558,u455,p859,opc_emulate,B,2,general_knowledge,,,0,1.1,1.0
559,u455,p222,opc_emulate,B,2,general_knowledge,,,0,2.3,5.0
560,u619,p632,deepthought,D,2,general_knowledge,0.41439245135390046,best,0,1.5,2.0
561,u619,p201,deepthought,A,3,little_knowledge,0.13294046735002465,worst,0,2.5,5.5
562,u619,p272,deepthought,C,2,general_knowledge,0.36490482369685734,best,0,2.5,5.5
563,u619,p804,deepthought,A,3,little_knowledge,0.10291178618679943,worst,0,1.5,2.0
564,u619,p430,deepthought,A,3,little_knowledge,0.20044573408058125,median,0,2.0,4.0
565,u619,p700,deepthought,D,2,general_knowledge,0.40305725804956427,best,0,1.5,2.0
566,u619,p238,deepthought,D,,,0.48695101129336327,best,1,,
567,u619,p022,deepthought,D,,,0.19923094786221804,median,1,,
576,u579,p005,opc_emulate,B,2,general_knowledge,,,0,1.2,1.0
577,u579,p573,opc_emulate,B,2,general_knowledge,,,0,3.0,7.5
578,u579,p140,opc_emulate,B,2,general_knowledge,,,0,2.5,6.0
579,u579,p698,opc_emulate,B,2,general_knowledge,,,0,1.5,2.5
580,u579,p435,opc_emulate,B,2,general_knowledge,,,0,3.0,7.5
581,u579,p695,opc_emulate,B,2,general_knowledge,,,0,2.0,4.5
582,u579,p342,opc_emulate,B,2,general_knowledge,,,0,2.0,4.5
583,u579,p447,opc_emulate,B,2,general_knowledge,,,0,1.5,2.5
592,u530,p492,deepthought,D,3,little_knowledge,0.2135611519066004,worst,0,2.0,3.5
593,u530,p141,deepthought,A,2,general_knowledge,0.13762226415270506,worst,0,1.8,2.0
594,u530,p240,deepthought,D,1,expert,0.5355698114610679,best,0,2.5,6.0
595,u530,p360,deepthought,D,1,expert,0.44440679410055617,best,0,2.0,3.5
596,u530,p472,deepthought,D,3,little_knowledge,0.2518187416069518,median,0,1.6,1.0
597,u530,p929,deepthought,C,2,general_knowledge,0.10548379321878493,best,0,3.2,8.0
598,u530,p978,deepthought,B,3,little_knowledge,0.2501585185876719,median,0,2.9,7.0
599,u530,p504,deepthought,D,1,expert,0.6240354800860979,best,0,2.3,5.0
608,u780,p725,opc_emulate,D,2,general_knowledge,,,0,2.5,4.5
609,u780,p997,opc_emulate,D,3,little_knowledge,,,0,2.5,4.5
610,u780,p890,opc_emulate,D,3,little_knowledge,,,0,2.6,6.0
611,u780,p382,opc_emulate,D,3,little_knowledge,,,0,2.8,8.0
612,u780,p383,opc_emulate,D,3,little_knowledge,,,0,2.2,3.0
613,u780,p407,opc_emulate,D,2,general_knowledge,,,0,2.7,7.0
614,u780,p591,opc_emulate,D,2,general_knowledge,,,0,1.6,1.0
615,u780,p124,opc_emulate,D,2,general_knowledge,,,0,2.0,2.0
616,u381,p725,opc_emulate,D,1,expert,,,0,1.5,2.0
617,u381,p890,opc_emulate,D,2,general_knowledge,,,0,2.5,6.0
618,u381,p382,opc_emulate,D,3,little_knowledge,,,0,2.5,6.0
619,u381,p383,opc_emulate,D,2,general_knowledge,,,0,2.0,4.0
620,u381,p092,opc_emulate,D,2,general_knowledge,,,0,1.5,2.0
621,u381,p407,opc_emulate,D,2,general_knowledge,,,0,3.0,8.0
622,u381,p591,opc_emulate,D,2,general_knowledge,,,0,1.5,2.0
623,u381,p124,opc_emulate,D,3,little_knowledge,,,0,2.5,6.0
624,u993,p211,opc_emulate,A,2,general_knowledge,,,0,3.2,6.0
625,u993,p682,opc_emulate,A,2,general_knowledge,,,0,2.8,2.0
626,u993,p660,opc_emulate,A,2,general_knowledge,,,0,1.5,1.0
627,u993,p386,opc_emulate,A,2,general_knowledge,,,0,2.9,3.0
628,u993,p252,opc_emulate,A,3,little_knowledge,,,0,3.0,4.0
629,u993,p619,opc_emulate,A,1,expert,,,0,3.5,7.0
630,u993,p433,opc_emulate,A,3,little_knowledge,,,0,3.1,5.0
631,u993,p393,opc_emulate,A,,,,,1,,
640,u939,p573,opc_emulate,B,1,expert,,,0,3.5,7.0
641,u939,p666,opc_emulate,B,2,general_knowledge,,,0,2.5,3.0
642,u939,p140,opc_emulate,B,1,expert,,,0,2.5,3.0
643,u939,p603,opc_emulate,B,2,general_knowledge,,,0,3.5,7.0
644,u939,p859,opc_emulate,B,2,general_knowledge,,,0,2.5,3.0
645,u939,p447,opc_emulate,B,1,expert,,,0,1.5,1.0
646,u939,p358,opc_emulate,B,2,general_knowledge,,,0,3.5,7.0
647,u939,p653,opc_emulate,B,2,general_knowledge,,,0,3.0,5.0
664,u738,p402,opc_emulate,C,3,little_knowledge,,,0,2.5,4.0
665,u738,p143,opc_emulate,C,2,general_knowledge,,,0,1.2,2.0
666,u738,p950,opc_emulate,C,1,expert,,,0,1.5,3.0
667,u738,p184,opc_emulate,C,1,expert,,,0,4.9,8.0
668,u738,p204,opc_emulate,C,2,general_knowledge,,,0,1.1,1.0
669,u738,p190,opc_emulate,C,3,little_knowledge,,,0,4.0,7.0
670,u738,p543,opc_emulate,C,3,little_knowledge,,,0,3.0,5.5
671,u738,p728,opc_emulate,C,3,little_knowledge,,,0,3.0,5.5
680,u369,p617,deepthought,C,2,general_knowledge,0.2772355595185941,best,0,1.6,1.0
681,u369,p248,deepthought,B,2,general_knowledge,0.14556970975093603,worst,0,2.3,7.0
682,u369,p141,deepthought,A,3,little_knowledge,0.10305521692398614,worst,0,1.7,2.0
683,u369,p174,deepthought,A,3,little_knowledge,0.19209045911712033,median,0,1.8,3.0
684,u369,p564,deepthought,D,,,0.46782542478839206,best,2,,
685,u369,p975,deepthought,A,3,little_knowledge,0.1989121087063091,median,0,2.0,6.0
686,u369,p470,deepthought,D,2,general_knowledge,0.35125218093511223,best,0,1.9,4.5
687,u369,p326,deepthought,D,2,general_knowledge,0.3387299139638962,best,0,1.9,4.5
688,u010,p143,opc_emulate,C,2,general_knowledge,,,0,2.0,3.0
689,u010,p629,opc_emulate,C,2,general_knowledge,,,0,4.0,5.5
690,u010,p184,opc_emulate,C,2,general_knowledge,,,0,4.0,5.5
691,u010,p151,opc_emulate,C,2,general_knowledge,,,0,2.0,3.0
692,u010,p707,opc_emulate,C,2,general_knowledge,,,0,1.5,1.0
693,u010,p190,opc_emulate,C,2,general_knowledge,,,0,4.5,7.5
694,u010,p543,opc_emulate,C,2,general_knowledge,,,0,4.5,7.5
695,u010,p778,opc_emulate,C,2,general_knowledge,,,0,2.0,3.0
696,u592,p056,opc_emulate,D,2,general_knowledge,,,0,2.0,5.0
697,u592,p563,opc_emulate,D,2,general_knowledge,,,0,2.0,5.0
698,u592,p767,opc_emulate,D,3,little_knowledge,,,0,1.5,1.5
699,u592,p383,opc_emulate,D,2,general_knowledge,,,0,2.5,8.0
700,u592,p092,opc_emulate,D,3,little_knowledge,,,0,2.0,5.0
701,u592,p810,opc_emulate,D,3,little_knowledge,,,0,1.5,1.5
702,u592,p591,opc_emulate,D,3,little_knowledge,,,0,2.0,5.0
703,u592,p224,opc_emulate,D,3,little_knowledge,,,0,2.0,5.0
704,u351,p444,opc_emulate,D,3,little_knowledge,,,0,1.8,5.0
705,u351,p890,opc_emulate,D,3,little_knowledge,,,0,2.1,8.0
706,u351,p563,opc_emulate,D,2,general_knowledge,,,0,1.9,6.5
707,u351,p382,opc_emulate,D,3,little_knowledge,,,0,1.7,4.0
708,u351,p767,opc_emulate,D,3,little_knowledge,,,0,1.5,1.0
709,u351,p810,opc_emulate,D,3,little_knowledge,,,0,1.6,2.5
710,u351,p224,opc_emulate,D,3,little_knowledge,,,0,1.6,2.5
711,u351,p124,opc_emulate,D,3,little_knowledge,,,0,1.9,6.5
712,u229,p999,deepthought,A,1,expert,0.4390143181328439,best,0,4.0,6.0
713,u229,p774,deepthought,D,3,little_knowledge,0.2399756882295051,median,0,1.5,1.5
714,u229,p312,deepthought,B,2,general_knowledge,0.24419389096526112,median,0,2.0,3.0
715,u229,p360,deepthought,D,3,little_knowledge,0.20392613077399668,worst,0,5.0,8.0
716,u229,p202,deepthought,B,1,expert,0.5322507221442805,best,0,4.0,6.0
717,u229,p385,deepthought,B,1,expert,0.3532190898208223,best,0,4.0,6.0
718,u229,p975,deepthought,A,1,expert,0.426130482431695,best,0,1.5,1.5
719,u229,p046,deepthought,D,3,little_knowledge,0.1570403268156087,worst,0,3.0,4.0
720,u149,p950,opc_emulate,C,2,general_knowledge,,,0,1.4,1.0
721,u149,p555,opc_emulate,C,3,little_knowledge,,,0,2.9,6.0
722,u149,p184,opc_emulate,C,3,little_knowledge,,,0,3.2,8.0
723,u149,p151,opc_emulate,C,1,expert,,,0,1.9,4.0
724,u149,p204,opc_emulate,C,1,expert,,,0,1.7,3.0
725,u149,p707,opc_emulate,C,2,general_knowledge,,,0,1.6,2.0
726,u149,p350,opc_emulate,C,1,expert,,,0,3.0,7.0
727,u149,p778,opc_emulate,C,2,general_knowledge,,,0,2.3,5.0
728,u583,p005,opc_emulate,B,1,expert,,,0,2.7,5.0
729,u583,p666,opc_emulate,B,1,expert,,,0,3.0,6.5
730,u583,p140,opc_emulate,B,1,expert,,,0,3.0,6.5
731,u583,p463,opc_emulate,B,1,expert,,,0,1.9,2.0
732,u583,p435,opc_emulate,B,1,expert,,,0,2.0,3.0
733,u583,p859,opc_emulate,B,1,expert,,,0,1.7,1.0
734,u583,p447,opc_emulate,B,1,expert,,,0,2.3,4.0
735,u583,p358,opc_emulate,B,1,expert,,,0,3.3,8.0
736,u338,p666,opc_emulate,B,2,general_knowledge,,,0,2.7,5.0
737,u338,p140,opc_emulate,B,2,general_knowledge,,,0,2.8,6.0
738,u338,p698,opc_emulate,B,2,general_knowledge,,,0,1.7,1.0
739,u338,p603,opc_emulate,B,1,expert,,,0,3.0,7.0
740,u338,p222,opc_emulate,B,3,little_knowledge,,,0,2.5,4.0
741,u338,p342,opc_emulate,B,2,general_knowledge,,,0,2.0,2.0
742,u338,p358,opc_emulate,B,2,general_knowledge,,,0,3.3,8.0
743,u338,p653,opc_emulate,B,2,general_knowledge,,,0,2.3,3.0
744,u970,p059,deepthought,D,2,general_knowledge,0.36744816390909685,best,0,1.9,2.0
745,u970,p176,deepthought,C,,,0.4236798950378309,best,2,,
746,u970,p575,deepthought,C,2,general_knowledge,0.39674791111987573,best,0,2.0,3.0
747,u970,p975,deepthought,A,2,general_knowledge,0.12209558888904057,worst,0,4.0,7.0
748,u970,p169,deepthought,C,3,little_knowledge,0.22979708487889156,best,0,2.7,4.0
749,u970,p523,deepthought,B,2,general_knowledge,0.1644361563126317,median,0,3.0,5.5
750,u970,p853,deepthought,A,2,general_knowledge,0.20378879299268357,worst,0,3.0,5.5
751,u970,p159,deepthought,C,3,little_knowledge,0.16791518385074855,median,0,1.3,1.0
752,u972,p725,opc_emulate,D,1,expert,,,0,2.0,4.0
753,u972,p890,opc_emulate,D,3,little_knowledge,,,0,3.0,7.0
754,u972,p382,opc_emulate,D,3,little_knowledge,,,0,2.0,4.0
755,u972,p383,opc_emulate,D,2,general_knowledge,,,0,1.9,2.0
756,u972,p092,opc_emulate,D,2,general_knowledge,,,0,1.7,1.0
757,u972,p407,opc_emulate,D,1,expert,,,0,2.0,4.0
758,u972,p591,opc_emulate,D,,,,,1,,
759,u972,p124,opc_emulate,D,3,little_knowledge,,,0,2.8,6.0
760,u854,p126,deepthought,B,3,little_knowledge,0.13718252389227314,worst,0,2.5,7.0
761,u854,p517,deepthought,C,1,expert,0.46050374473984557,best,0,1.5,2.5
762,u854,p079,deepthought,A,3,little_knowledge,0.1765828496242332,median,0,3.5,8.0
763,u854,p676,deepthought,A,3,little_knowledge,0.09155261760559887,worst,0,1.5,2.5
764,u854,p292,deepthought,C,2,general_knowledge,0.36129125221604586,best,0,2.1,5.0
765,u854,p217,deepthought,C,2,general_knowledge,0.3966127063713949,best,0,2.3,6.0
766,u854,p361,deepthought,D,3,little_knowledge,0.1832164118565423,median,0,1.5,2.5
767,u854,p596,deepthought,C,1,expert,0.3540936388728364,best,0,1.5,2.5
768,u470,p950,opc_emulate,C,3,little_knowledge,,,0,1.5,3.0
769,u470,p555,opc_emulate,C,2,general_knowledge,,,0,1.5,3.0
770,u470,p184,opc_emulate,C,3,little_knowledge,,,0,2.8,8.0
771,u470,p151,opc_emulate,C,3,little_knowledge,,,0,2.2,6.5
772,u470,p204,opc_emulate,C,3,little_knowledge,,,0,1.5,3.0
773,u470,p707,opc_emulate,C,3,little_knowledge,,,0,1.5,3.0
774,u470,p543,opc_emulate,C,3,little_knowledge,,,0,2.2,6.5
775,u470,p350,opc_emulate,C,3,little_knowledge,,,0,1.5,3.0
776,u589,p402,opc_emulate,C,3,little_knowledge,,,0,2.3,4.5
777,u589,p143,opc_emulate,C,2,general_knowledge,,,0,2.0,3.0
778,u589,p950,opc_emulate,C,2,general_knowledge,,,0,2.5,6.0
779,u589,p555,opc_emulate,C,3,little_knowledge,,,0,2.3,4.5
780,u589,p629,opc_emulate,C,3,little_knowledge,,,0,1.8,2.0
781,u589,p184,opc_emulate,C,3,little_knowledge,,,0,2.8,7.0
782,u589,p204,opc_emulate,C,2,general_knowledge,,,0,1.5,1.0
783,u589,p190,opc_emulate,C,3,little_knowledge,,,0,3.0,8.0
784,u586,p952,deepthought,C,1,expert,0.41309712114764946,best,0,2.0,4.5
785,u586,p118,deepthought,C,1,expert,0.2978331449542223,best,0,2.2,7.0
786,u586,p367,deepthought,C,2,general_knowledge,0.4952761215014423,best,0,1.6,2.5
787,u586,p971,deepthought,A,3,little_knowledge,0.18000364292004434,median,0,2.4,8.0
788,u586,p217,deepthought,C,1,expert,0.4969489976104507,best,0,2.1,6.0
789,u586,p987,deepthought,A,3,little_knowledge,0.09855910856556682,worst,0,1.6,2.5
790,u586,p136,deepthought,B,3,little_knowledge,0.1279905167974702,worst,0,2.0,4.5
791,u586,p853,deepthought,A,3,little_knowledge,0.18778006754389173,median,0,1.5,1.0
792,u832,p682,opc_emulate,A,1,expert,,,0,3.5,8.0
793,u832,p660,opc_emulate,A,1,expert,,,0,3.0,7.0
794,u832,p148,opc_emulate,A,2,general_knowledge,,,0,2.0,2.0
795,u832,p730,opc_emulate,A,2,general_knowledge,,,0,2.5,6.0
796,u832,p252,opc_emulate,A,3,little_knowledge,,,0,2.1,3.5
797,u832,p619,opc_emulate,A,2,general_knowledge,,,0,2.1,3.5
798,u832,p433,opc_emulate,A,3,little_knowledge,,,0,2.2,5.0
799,u832,p177,opc_emulate,A,2,general_knowledge,,,0,1.8,1.0
800,u665,p617,deepthought,C,2,general_knowledge,0.24149615023131837,median,0,3.0,7.0
801,u665,p126,deepthought,B,2,general_knowledge,0.3392537544344099,best,0,2.5,6.0
802,u665,p002,deepthought,A,1,expert,0.6772598396180687,best,0,2.0,3.0
803,u665,p133,deepthought,C,2,general_knowledge,0.1502438223849714,worst,0,1.5,1.0
804,u665,p917,deepthought,A,1,expert,0.5273961688622534,best,0,2.2,4.0
805,u665,p736,deepthought,D,2,general_knowledge,0.21711989959075947,worst,0,2.3,5.0
806,u665,p153,deepthought,A,,,0.5124175023512747,best,1,,
807,u665,p108,deepthought,D,2,general_knowledge,0.24232120009120722,median,0,1.9,2.0
808,u307,p240,deepthought,D,3,little_knowledge,0.15710947852517826,worst,0,2.4,3.0
809,u307,p999,deepthought,A,3,little_knowledge,0.21383943112065462,median,0,3.2,7.0
810,u307,p451,deepthought,B,3,little_knowledge,0.16214155062568233,worst,0,2.6,5.0
811,u307,p070,deepthought,D,2,general_knowledge,0.2407599125197699,best,0,1.9,1.0
812,u307,p785,deepthought,C,1,expert,0.33659437110287205,best,0,3.5,8.0
813,u307,p700,deepthought,D,2,general_knowledge,0.21475265635528715,median,0,2.5,4.0
814,u307,p561,deepthought,D,2,general_knowledge,0.34774933361012533,best,0,2.8,6.0
815,u307,p023,deepthought,B,2,general_knowledge,0.3592750659746613,best,0,2.3,2.0
816,u483,p402,opc_emulate,C,3,little_knowledge,,,0,1.8,5.0
817,u483,p629,opc_emulate,C,2,general_knowledge,,,0,1.7,4.0
818,u483,p151,opc_emulate,C,2,general_knowledge,,,0,1.4,1.0
819,u483,p707,opc_emulate,C,2,general_knowledge,,,0,2.5,8.0
820,u483,p190,opc_emulate,C,2,general_knowledge,,,0,1.6,3.0
821,u483,p350,opc_emulate,C,2,general_knowledge,,,0,1.5,2.0
822,u483,p914,opc_emulate,C,2,general_knowledge,,,0,2.2,6.0
823,u483,p778,opc_emulate,C,2,general_knowledge,,,0,2.3,7.0
824,u965,p143,opc_emulate,C,2,general_knowledge,,,0,2.1,2.0
825,u965,p950,opc_emulate,C,3,little_knowledge,,,0,2.5,3.5
826,u965,p555,opc_emulate,C,3,little_knowledge,,,0,2.8,5.0
827,u965,p629,opc_emulate,C,3,little_knowledge,,,0,3.1,6.5
828,u965,p184,opc_emulate,C,2,general_knowledge,,,0,4.0,8.0
829,u965,p151,opc_emulate,C,2,general_knowledge,,,0,1.8,1.0
830,u965,p543,opc_emulate,C,3,little_knowledge,,,0,2.5,3.5
831,u965,p778,opc_emulate,C,2,general_knowledge,,,0,3.1,6.5
832,u029,p573,opc_emulate,B,1,expert,,,0,3.0,6.0
833,u029,p666,opc_emulate,B,1,expert,,,0,1.4,3.0
834,u029,p463,opc_emulate,B,2,general_knowledge,,,0,2.5,5.0
835,u029,p603,opc_emulate,B,3,little_knowledge,,,0,3.3,7.0
836,u029,p695,opc_emulate,B,1,expert,,,0,1.3,2.0
837,u029,p859,opc_emulate,B,3,little_knowledge,,,0,2.4,4.0
838,u029,p222,opc_emulate,B,3,little_knowledge,,,0,3.8,8.0
839,u029,p653,opc_emulate,B,2,general_knowledge,,,0,1.2,1.0
840,u222,p211,opc_emulate,A,3,little_knowledge,,,0,2.4,2.0
841,u222,p730,opc_emulate,A,2,general_knowledge,,,0,3.0,5.5
842,u222,p386,opc_emulate,A,2,general_knowledge,,,0,1.5,1.0
843,u222,p087,opc_emulate,A,2,general_knowledge,,,0,3.5,7.0
844,u222,p619,opc_emulate,A,2,general_knowledge,,,0,2.7,4.0
845,u222,p474,opc_emulate,A,1,expert,,,0,4.0,8.0
846,u222,p433,opc_emulate,A,2,general_knowledge,,,0,3.0,5.5
847,u222,p393,opc_emulate,A,3,little_knowledge,,,0,2.5,3.0
848,u511,p947,deepthought,D,2,general_knowledge,0.22256117117150756,median,0,3.0,6.5
849,u511,p933,deepthought,D,2,general_knowledge,0.5356361104210094,best,0,3.0,6.5
850,u511,p174,deepthought,A,3,little_knowledge,0.1683945928877041,worst,0,2.5,4.0
851,u511,p824,deepthought,D,2,general_knowledge,0.5198376330798468,best,0,1.5,1.0
852,u511,p079,deepthought,A,3,little_knowledge,0.1358756899129021,worst,0,2.5,4.0
853,u511,p501,deepthought,D,2,general_knowledge,0.46520711185253577,best,0,4.0,8.0
854,u511,p241,deepthought,C,3,little_knowledge,0.3185402992022446,median,0,2.5,4.0
855,u511,p361,deepthought,D,2,general_knowledge,0.38881369408043615,best,0,2.0,2.0
856,u184,p572,deepthought,C,1,expert,0.20993544405980819,median,0,3.3,5.0
